contrato_id,data_venda,modalidade_contrato,plano,visita
81502,2024-04-23,pessoa física,"plano light - r$148,00",Livance - Angélica
81436,2024-04-23,pessoa física,"plano light - r$148,00",Sem Visita
81389,2024-04-23,pessoa física,"plano anual - r$246,00",Livance - Brigadeiro 2
81354,2024-04-23,pessoa física,"plano mensal - r$296,00",Livance - Botafogo
81351,2024-04-23,pessoa física,"plano light anual - r$123,00",Livance - Barra da Tijuca
81226,2024-04-23,pessoa física,"plano light anual - r$123,00",Visita Virtual
81161,2024-04-23,pessoa física,"plano light - r$148,00",Livance - Alphaville
81160,2024-04-23,pessoa física,"plano light - r$148,00",Livance - Brigadeiro 2
80922,2024-04-23,pessoa física,"plano light anual - r$178,00",Livance - Barra da Tijuca
80436,2024-04-23,pessoa física,"plano mensal - r$296,00",Livance - Paulista
80219,2024-04-23,pessoa física,"plano light - r$148,00",Visita Virtual
79901,2024-04-23,pessoa física,"plano light - r$148,00",Visita Virtual
79242,2024-04-23,pessoa física,"plano light - r$148,00",Livance - Market Place
79188,2024-04-23,pessoa física,"plano anual - r$246,00",Visita Virtual
79106,2024-04-23,pessoa física,"plano light anual - r$123,00",Visita Virtual
78897,2024-04-23,pessoa física,"plano light - r$148,00",Visita Virtual
78380,2024-04-23,pessoa física,"plano anual - r$246,00",Livance - Tatuapé
77213,2024-04-23,pessoa física,"plano mensal - r$296,00",Visita Virtual
72249,2024-04-23,pessoa física,"plano light - r$148,00",Visita Virtual
68526,2024-04-23,pessoa física,"plano light - r$148,00",Sem Visita
66176,2024-04-23,pessoa física,"plano light - r$148,00",Livance - Tatuapé
57505,2024-04-23,pessoa física,"plano mensal - r$296,00",Livance - Paulista
41147,2024-04-23,pessoa física,"plano anual - r$246,00",Livance - Market Place
38682,2024-04-23,pessoa física,"plano mensal - r$296,00",Sem Visita
82048,2024-04-24,pessoa física,"plano mensal - r$296,00",Sem Visita
82029,2024-04-24,pessoa física,"plano light - r$178,00",Sem Visita
81807,2024-04-24,pessoa física,"plano light - r$148,00",Sem Visita
81775,2024-04-24,pessoa física,"plano anual - r$246,00",Sem Visita
81639,2024-04-24,pessoa física,"plano light - r$148,00",Sem Visita
81346,2024-04-24,pessoa física,"plano anual - r$246,00",Livance - Botafogo
81285,2024-04-24,pessoa física,"plano light - r$148,00",Livance - Brigadeiro Psico
81198,2024-04-24,pessoa física,"plano light - r$148,00",Sem Visita
80703,2024-04-24,pessoa física,"plano light - r$246,00",Livance - Botafogo
80313,2024-04-24,pessoa física,"plano anual - r$246,00",Livance - Paulista
67517,2024-04-24,pessoa física,"plano light - r$148,00",Livance - Pinheiros
66734,2024-04-24,pessoa física,"plano anual - r$246,00",Livance - Itaim
51440,2024-04-24,pessoa física,"plano mensal - r$296,00",Visita Virtual
82235,2024-04-25,pessoa física,"plano light anual - r$178,00",Sem Visita
82228,2024-04-25,pessoa física,"plano light anual - r$178,00",Sem Visita
82197,2024-04-25,pessoa física,"plano mensal - r$296,00",Livance - Vila Madalena
82073,2024-04-25,pessoa física,"plano anual - r$246,00",Sem Visita
81952,2024-04-25,pessoa física,"plano light anual - r$178,00",Livance - Pinheiros
81931,2024-04-25,pessoa física,"plano light anual - r$178,00",Livance - Vila Olímpia
81902,2024-04-25,pessoa física,"plano mensal - r$296,00",Livance - Brigadeiro 2
81547,2024-04-25,pessoa física,"plano light - r$148,00",Visita Virtual
81404,2024-04-25,pessoa jurídica,"plano mensal - r$296,00",Sem Visita
81137,2024-04-25,pessoa física,"plano anual - r$246,00",Livance - Vila Madalena
80909,2024-04-25,pessoa física,"plano light - r$148,00",Visita Virtual
80900,2024-04-25,pessoa física,"plano light - r$148,00",Visita Virtual
80803,2024-04-25,pessoa física,"plano light anual - r$178,00",Livance - Vila Mariana
79798,2024-04-25,pessoa física,"plano anual - r$246,00",Visita Virtual
79079,2024-04-25,pessoa física,"plano anual - r$246,00",Livance - Campinas
77868,2024-04-25,pessoa física,"plano light - r$148,00",Sem Visita
77451,2024-04-25,pessoa física,"plano light anual - r$178,00",Livance - Vila Mariana
76973,2024-04-25,pessoa física,"plano light - r$148,00",Livance - Brigadeiro
74816,2024-04-25,pessoa física,"plano light - r$148,00",Visita Virtual
73578,2024-04-25,pessoa física,"plano anual - r$246,00",Livance - Barra da Tijuca
70754,2024-04-25,pessoa física,"plano mensal - r$296,00",Visita Virtual
67374,2024-04-25,pessoa física,"plano light - r$148,00",Livance - Tatuapé
47220,2024-04-25,pessoa física,"plano light - r$148,00",Livance - Alphaville
82322,2024-04-26,pessoa física,"plano anual - r$246,00",Sem Visita
82219,2024-04-26,pessoa física,"plano mensal - r$296,00",Sem Visita
82127,2024-04-26,pessoa física,"plano light - r$148,00",Livance - Tatuapé
82060,2024-04-26,pessoa física,"plano light - r$148,00",Livance - Paulista
82047,2024-04-26,pessoa física,"plano anual - r$246,00",Visita Virtual
81894,2024-04-26,pessoa física,"plano light - r$148,00",Livance - Barra da Tijuca
81772,2024-04-26,pessoa física,"plano light - r$148,00",Visita Virtual
81756,2024-04-26,pessoa física,"plano light anual - r$123,00",Livance - Barra da Tijuca
81742,2024-04-26,pessoa física,"plano mensal - r$296,00",Sem Visita
81726,2024-04-26,pessoa física,"plano light - r$148,00",Livance - Tatuapé
81645,2024-04-26,pessoa física,"plano anual - r$246,00",Livance - Barra da Tijuca
81473,2024-04-26,pessoa física,"plano mensal - r$296,00",Visita Virtual
81444,2024-04-26,pessoa física,"plano light - r$148,00",Livance - Campinas
81396,2024-04-26,pessoa física,"plano light - r$148,00",Livance - Botafogo
81349,2024-04-26,pessoa física,"plano anual - r$246,00",Livance - Botafogo
81322,2024-04-26,pessoa física,"plano light anual - r$123,00",Livance - Brigadeiro Psico
81293,2024-04-26,pessoa física,"plano mensal - r$296,00",Livance - Barra da Tijuca
81200,2024-04-26,pessoa física,"plano light anual - r$178,00",Visita Virtual
81019,2024-04-26,pessoa física,"plano mensal - r$296,00",Livance - Barra da Tijuca
80516,2024-04-26,pessoa jurídica,"plano anual - r$246,00",Sem Visita
80509,2024-04-26,pessoa física,"plano light - r$148,00",Livance - Tatuapé
80133,2024-04-26,pessoa física,"plano light anual - r$178,00",Livance - Vila Madalena
79675,2024-04-26,pessoa física,"plano light - r$148,00",Visita Virtual
79591,2024-04-26,pessoa física,"plano light - r$148,00",Livance - Barra da Tijuca
79403,2024-04-26,pessoa física,"plano mensal - r$296,00",Sem Visita
76980,2024-04-26,pessoa jurídica,"plano anual - r$246,00",Sem Visita
75678,2024-04-26,pessoa física,"plano light - r$148,00",Livance - Campinas
73848,2024-04-26,pessoa física,"plano light - r$148,00",Visita Virtual
73538,2024-04-26,pessoa física,"plano mensal - r$296,00",Sem Visita
73208,2024-04-26,pessoa física,"plano light - r$148,00",Livance - Botafogo
69954,2024-04-26,pessoa física,"plano mensal - r$346,00",Visita Virtual
61272,2024-04-26,pessoa física,"plano mensal - r$296,00",Sem Visita
55358,2024-04-26,pessoa física,"plano light - r$148,00",Livance - Paulista
33430,2024-04-26,pessoa física,"plano mensal - r$296,00",Livance - Alphaville
82439,2024-04-27,pessoa física,"plano anual - r$246,00",Sem Visita
81134,2024-04-27,pessoa física,"plano light anual - r$178,00",Livance - Botafogo
74315,2024-04-27,pessoa física,"plano anual - r$246,00",Livance - Paulista
81777,2024-04-28,pessoa física,"plano mensal - r$296,00",Livance - Paulista
82673,2024-04-29,pessoa física,"plano mensal - r$346,00",Sem Visita
82666,2024-04-29,pessoa física,"plano mensal - r$296,00",Livance - Barra da Tijuca
82643,2024-04-29,pessoa física,"plano anual - r$246,00",Sem Visita
82638,2024-04-29,pessoa física,"plano light - r$148,00",Sem Visita
82604,2024-04-29,pessoa física,"plano light - r$148,00",Sem Visita
82594,2024-04-29,pessoa física,"plano light - r$148,00",Sem Visita
82570,2024-04-29,pessoa física,"plano light - r$148,00",Livance - Paulista
82427,2024-04-29,pessoa física,"plano mensal - r$296,00",Sem Visita
82278,2024-04-29,pessoa física,"plano light - r$148,00",Livance - Paulista
82275,2024-04-29,pessoa física,"plano mensal - r$296,00",Visita Virtual
82187,2024-04-29,pessoa física,"plano anual - r$246,00",Sem Visita
82112,2024-04-29,pessoa física,"plano light - r$148,00",Visita Virtual
82081,2024-04-29,pessoa física,"plano anual - r$246,00",Visita Virtual
82025,2024-04-29,pessoa física,"plano mensal - r$296,00",Livance - Market Place
82002,2024-04-29,pessoa física,"plano light - r$148,00",Visita Virtual
81958,2024-04-29,pessoa física,"plano mensal - r$296,00",Livance - Vila Madalena
81870,2024-04-29,pessoa física,"plano anual - r$246,00",Livance - Barra da Tijuca
81776,2024-04-29,pessoa física,"plano light - r$148,00",Livance - Vila Olímpia
81745,2024-04-29,pessoa física,"plano mensal - r$296,00",Sem Visita
81593,2024-04-29,pessoa física,"plano light - r$148,00",Livance - Botafogo
81333,2024-04-29,pessoa física,"plano anual - r$246,00",Livance - Vila Madalena
81307,2024-04-29,pessoa física,"plano light anual - r$178,00",Visita Virtual
80981,2024-04-29,pessoa física,"plano light - r$148,00",Visita Virtual
80825,2024-04-29,pessoa física,"plano light - r$148,00",Livance - Botafogo
80705,2024-04-29,pessoa física,"plano light - r$148,00",Visita Virtual
80602,2024-04-29,pessoa física,"plano light - r$148,00",Livance - Tatuapé
78266,2024-04-29,pessoa física,"plano light anual - r$178,00",Sem Visita
77888,2024-04-29,pessoa física,"plano mensal - r$296,00",Sem Visita
77430,2024-04-29,pessoa física,"plano anual - r$246,00",Livance - Vila Mariana
74348,2024-04-29,pessoa física,"plano light - r$148,00",Sem Visita
71723,2024-04-29,pessoa física,"plano light - r$148,00",Livance - Botafogo
71405,2024-04-29,pessoa jurídica,"plano light - r$148,00",Livance - Tatuapé
69360,2024-04-29,pessoa física,"plano light anual - r$123,00",Livance - Paulista
37632,2024-04-29,pessoa jurídica,"plano anual - r$246,00",Livance - Brigadeiro Psico
34660,2024-04-29,pessoa física,"plano light anual - r$178,00",Livance - Barra da Tijuca
82862,2024-04-30,pessoa física,"plano light - r$148,00",Sem Visita
82833,2024-04-30,pessoa física,"plano light - r$148,00",Sem Visita
82822,2024-04-30,pessoa física,"plano anual - r$246,00",Sem Visita
82813,2024-04-30,pessoa jurídica,"plano mensal - r$296,00",Sem Visita
82776,2024-04-30,pessoa física,"plano light - r$148,00",Sem Visita
82764,2024-04-30,pessoa física,"plano light - r$148,00",Sem Visita
82713,2024-04-30,pessoa física,"plano light - r$148,00",Livance - Paulista
82705,2024-04-30,pessoa física,"plano mensal - r$296,00",Sem Visita
82654,2024-04-30,pessoa física,"plano light - r$148,00",Livance - Barra da Tijuca
82402,2024-04-30,pessoa física,"plano mensal - r$296,00",Livance - Vila Mariana
82373,2024-04-30,pessoa física,"plano anual - r$246,00",Sem Visita
82346,2024-04-30,pessoa física,"plano light - r$148,00",Livance - Paulista
82061,2024-04-30,pessoa física,"plano mensal - r$296,00",Livance - Vila Mariana
81940,2024-04-30,pessoa física,"plano light anual - r$123,00",Visita Virtual
81822,2024-04-30,pessoa física,"plano light - r$178,00",Livance - Vila Mariana
81770,2024-04-30,pessoa física,"plano light - r$148,00",Visita Virtual
81644,2024-04-30,pessoa física,"plano light - r$148,00",Livance - Brigadeiro Psico
81625,2024-04-30,pessoa física,"plano light - r$148,00",Visita Virtual
81605,2024-04-30,pessoa física,"plano light - r$148,00",Livance - Barra da Tijuca
81586,2024-04-30,pessoa jurídica,"plano light - r$246,00",Livance - Vila Madalena
81467,2024-04-30,pessoa física,"plano anual - r$246,00",Livance - Vila Madalena
81464,2024-04-30,pessoa física,"plano mensal - r$296,00",Sem Visita
81336,2024-04-30,pessoa física,"plano anual - r$246,00",Sem Visita
81219,2024-04-30,pessoa física,"plano mensal - r$296,00",Livance - Botafogo
81105,2024-04-30,pessoa física,"plano anual - r$246,00",Sem Visita
81052,2024-04-30,pessoa física,"plano light - r$148,00",Livance - Vila Mariana
80950,2024-04-30,pessoa física,"plano light - r$148,00",Livance - Vila Madalena
80587,2024-04-30,pessoa física,"plano light - r$148,00",Visita Virtual
79404,2024-04-30,pessoa física,"plano light - r$148,00",Livance - Botafogo
79226,2024-04-30,pessoa física,"plano light - r$148,00",Visita Virtual
78160,2024-04-30,pessoa física,"plano mensal - r$296,00",Sem Visita
77412,2024-04-30,pessoa física,"plano light - r$148,00",Livance - Vila Madalena
76962,2024-04-30,pessoa física,"plano light anual - r$123,00",Livance - Vila Mariana
73307,2024-04-30,pessoa física,"plano light - r$148,00",Visita Virtual
72704,2024-04-30,pessoa física,"plano mensal - r$296,00",Livance - Itaim
70370,2024-04-30,pessoa física,"plano light - r$148,00",Visita Virtual
65781,2024-04-30,pessoa física,"plano light - r$148,00",Visita Virtual
49671,2024-04-30,pessoa física,"plano light - r$148,00",Visita Virtual
44114,2024-04-30,pessoa física,"plano light - r$148,00",Livance - Botafogo
38464,2024-04-30,pessoa física,"plano light - r$148,00",Livance - Market Place
82773,2024-05-01,pessoa física,"plano light - r$148,00",Sem Visita
83010,2024-05-02,pessoa física,"plano light - r$148,00",Sem Visita
82975,2024-05-02,pessoa física,"plano light - r$148,00",Sem Visita
82916,2024-05-02,pessoa física,"plano anual - r$246,00",Livance - Vila Madalena
82885,2024-05-02,pessoa física,"plano light - r$148,00",Livance - Botafogo
82869,2024-05-02,pessoa física,"plano light - r$148,00",Sem Visita
82824,2024-05-02,pessoa física,"plano mensal - r$296,00",Sem Visita
82795,2024-05-02,pessoa física,"plano light anual - r$123,00",Livance - Paulista
82704,2024-05-02,pessoa física,"plano anual - r$246,00",Livance - Vila Mariana
82527,2024-05-02,pessoa física,"plano mensal - r$346,00",Livance - Campinas
82348,2024-05-02,pessoa física,"plano light - r$148,00",Visita Virtual
81461,2024-05-02,pessoa física,"plano anual - r$246,00",Livance - Brigadeiro
79713,2024-05-02,pessoa física,"plano mensal - r$296,00",Sem Visita
67956,2024-05-02,pessoa física,"plano light - r$246,00",Livance - Pinheiros
65935,2024-05-02,pessoa física,"plano light anual - r$178,00",Livance - Angélica
46832,2024-05-02,pessoa física,"plano mensal - r$296,00",Visita Virtual
26780,2024-05-02,pessoa física,"plano light - r$148,00",Livance - Market Place
83154,2024-05-03,pessoa física,"plano mensal - r$296,00",Livance - Barra da Tijuca
83062,2024-05-03,pessoa física,"plano mensal - r$296,00",Livance - Pinheiros
83055,2024-05-03,pessoa física,"plano light anual - r$123,00",Livance - Campinas
82958,2024-05-03,pessoa física,"plano anual - r$246,00",Livance - Barra da Tijuca
82934,2024-05-03,pessoa física,"plano light - r$148,00",Visita Virtual
82900,2024-05-03,pessoa física,"plano mensal - r$296,00",Sem Visita
82165,2024-05-03,pessoa física,"plano light - r$148,00",Visita Virtual
82126,2024-05-03,pessoa física,"plano mensal - r$296,00",Livance - Tatuapé
81347,2024-05-03,pessoa física,"plano mensal - r$296,00",Sem Visita
81267,2024-05-03,pessoa física,"plano mensal - r$296,00",Sem Visita
77285,2024-05-03,pessoa física,"plano anual - r$246,00",Livance - Barra da Tijuca
83465,2024-05-06,pessoa física,"plano mensal - r$296,00",Sem Visita
83443,2024-05-06,pessoa jurídica,"plano mensal - r$296,00",Sem Visita
83433,2024-05-06,pessoa física,"plano light - r$148,00",Sem Visita
83306,2024-05-06,pessoa física,"plano light - r$148,00",Livance - Market Place
83294,2024-05-06,pessoa física,"plano mensal - r$296,00",Sem Visita
83165,2024-05-06,pessoa física,"plano mensal - r$296,00",Visita Virtual
82838,2024-05-06,pessoa jurídica,"plano anual - r$246,00",Livance - Vila Mariana
82724,2024-05-06,pessoa física,"plano light - r$148,00",Livance - Vila Mariana
82437,2024-05-06,pessoa jurídica,"plano mensal - r$346,00",Livance - Botafogo
82212,2024-05-06,pessoa física,"plano light - r$178,00",Livance - Botafogo
81668,2024-05-06,pessoa física,"plano light - r$148,00",Sem Visita
81378,2024-05-06,pessoa física,"plano anual - r$246,00",Livance - Botafogo
81090,2024-05-06,pessoa física,"plano light - r$148,00",Livance - Botafogo
80222,2024-05-06,pessoa física,"plano mensal - r$296,00",Livance - Alphaville
78833,2024-05-06,pessoa física,"plano anual - r$246,00",Livance - Itaim
77259,2024-05-06,pessoa física,"plano light - r$148,00",Livance - Botafogo
70078,2024-05-06,pessoa física,"plano anual - r$246,00",Livance - Vila Mariana
64143,2024-05-06,pessoa física,"plano mensal - r$296,00",Livance - Alphaville
61774,2024-05-06,pessoa física,"plano mensal - r$296,00",Sem Visita
53638,2024-05-06,pessoa física,"plano anual - r$246,00",Livance - Botafogo
23318,2024-05-06,pessoa física,"plano mensal - r$296,00",Livance - Botafogo
83597,2024-05-07,pessoa física,"plano light - r$148,00",Sem Visita
83570,2024-05-07,pessoa física,"plano light anual - r$178,00",Sem Visita
83561,2024-05-07,pessoa física,"plano mensal - r$296,00",Sem Visita
